# Population 11CO	E69,E70,E82,E84,E92,E94,F10,F19,F20,F21,F22,F9
# Population 12AZ	E59,E60,E65,E67,E68,E77,E78,F15,F16,F17,F18,F23,F24,F4,F5
# Population 15TX	E29,E30,F85,F86,F87,F88,G01_rep,G2,G43,G44,G45,G46,G85,G86,G87,G88
# Population 16TX	F54,F65,F66,G13,G14,G15,G16,G3,G4,G57,G58,G59,G60,G73,G74,G76,G77,G78
# Population 18TX	G53,G54,G55,G56,G65,G66,G67,G68,G71,G72,G94,H41,H42,H63,H64,H65_rep,H66_rep
# Population 19TX	H1,H2,H3,H33,H34,H35,H36,H47,H48,H49,H50,H55,H56,H57,H58
# Population 1WY	E1,E13,E15_rep,E25,E26,E27,E28,E3,E35,E36,E37,E38,E4,E47,E48,E49,E50
# Population 20NM	G23,G24,G25,G26,G35,G36,G37,G38,G49,G50,G52,G61,G62,G63,G64,G69,G70
# Population 21NM	G31,G32,G33,G34,G39,G40,G41,G41_rep,G42,G83,G84,H25,H26,H27,H28
# Population 26NM	F83,F84,F93,F94,F95,F96,G10,G11,G12,G9,H12,H21,H22,H23,H24,H70,H71,H72
# Population 27NM	F75,F76,F77,F78,G19,G20,G21,G22,G27,G28,G29,G30,G79,G80,G81,G82,H17,H18,H19,H20
# Population 28NM	F89,F90,F91_2019,F92,G17_rep,G18_rep,G5_rep,G6,G7_rep,G8_rep,H10,H11_rep,H67,H68,H69_rep,H8_rep,H9
# Population 2CO	G89,G90,G92,H13,H14,H15,H16,H29,H30,H31,H32,H4,H43,H44,H45,H46,H5,H6,H7
# Population 31NV	E95,F1,F11,F12,F13,F14,F2
# Population 32UT	E10,E11,E12,E21,E22,E23,E24_rep,E31,E32,E33,E34,E43,E44,E45,E46,E55,E56,E57,E58,E9
# Population 33NV	E61,E62,E63,E64,E75,E76,E85,E86,E87
# Population 34UT	E17,E18,E19,E20,E39,E40,E41,E42,E5,E51,E52,E53,E54,E7,E8,E90
# Population 37CR	D46,D47,D48,D70_rep,D71_rep,D72
# Population 38CR	D1,D2,D3,D4,D49,D50,D51,D52,D73,D75,D76
# Population 39CR	D5,D53,D54,D55,D56,D6,D7,D77,D78,D79,D8,D80
# Population 41CR	D12,D13,D15_rep,D16,D41,D42,D43,D44,D57,D58,D59,D60,D81,D82,D83,D84
# Population 43GR	D17,D18,D19,D20,D33,D34,D35,D61,D62,D63,D64,D85,D86,D87,D88
# Population 44GR	D21,D22,D23,D24_rep,D27,D37,D38,D39,D40,D65_rep,D89,D90,D91,D92,D93,D94
# Population 46CH	I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24
# Population 47TX	N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N24,N25,N26,N27,N28,N3,N4,N5,N6,N7,N8,N9
# Population 49TX	L1,L10,L11,L12,L13,L14,L15,L16,L17,L18_rep,L19,L2,L20,L21,L22,L23,L24,L26,L27,L28,L3,L4,L5,L6,L7,L8,L9_rep
# Population 4CO	H37,H38,H39,H40,H51,H52,H53,H54,H59,H60,H62
# Population 50TX	K1,K2,K3,K32,K33,K34,K4,K5
# Population 51TX	J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27
# Population 52TX	S1,S11_rep,S12,S13,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S3,S4,S6,S7,S8,S9
# Population 5CO	F25,F26,F27,F28,F37,F38,F39,F49,F50,F51,F52,F59,F60,F61,F62,F71,F72,F73,F74
# Population 6KS	F29,F30,F41,F42,F43,F44,F63,F64,G47_rep,G48_rep
# Population 8OK	F33,F34,F35,F36,F45,F46,F47,F48,F55,F56,F57,F58,F67,F68,F69,F70,F79,F80,F81,F82
# Population CARINA_LAB	Q1,Q11,Q12,Q13,Q14,Q15,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
# Population SUB_LAB	R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R2,R20,R3,R5,R6,R7,R9
# Group defaultgrp	11CO,12AZ,15TX,16TX,18TX,19TX,1WY,20NM,21NM,26NM,27NM,28NM,2CO,31NV,32UT,33NV,34UT,37CR,38CR,39CR,41CR,43GR,44GR,46CH,47TX,49TX,4CO,50TX,51TX,52TX,5CO,6KS,8OK,CARINA_LAB,SUB_LAB
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
4907	30	171977	0.95661	0.00000	0.00000	0.46397	0.00000	0.00000	-nan	0.00000	0.00000
5117	32	43221	0.92304	0.00000	0.00000	0.49474	0.00000	0.00000	0.38173	0.00000	0.00000
5118	32	43224	0.91998	0.00000	0.00000	0.44218	0.00000	0.00000	0.45463	0.00000	0.00000
5366	34	31803	0.91792	0.00000	0.00000	0.49031	0.00000	0.00000	0.51698	0.00000	0.00000
5367	34	31806	0.00039	0.00000	0.00000	0.00000	0.00000	0.00000	0.22168	0.00000	0.00000
6312	42	234553	0.00198	0.00000	0.00000	0.00001	0.00000	0.00000	0.05950	0.00000	0.00000
6314	42	234556	-0.01195	0.00000	0.00000	-0.00003	0.00000	0.00000	0.13071	0.00000	0.00000
6539	45	111767	0.65833	0.00000	0.00000	0.29392	0.00000	0.00000	-nan	0.00000	0.00000
6566	45	175789	0.90319	0.00000	0.00000	0.48753	0.00000	0.00000	0.46732	0.00000	0.00000
6567	45	175792	0.00688	0.00000	0.00000	0.00005	0.00000	0.00000	0.15800	0.00000	0.00000
6680	46	240862	0.90099	0.00000	0.00000	0.46191	0.00000	0.00000	0.60331	0.00000	0.00000
6681	46	240865	0.92668	0.00000	0.00000	0.49734	0.00000	0.00000	0.49226	0.00000	0.00000
6723	47	51438	-0.00319	0.00000	0.00000	-0.00001	0.00000	0.00000	0.00180	0.00000	0.00000
6724	47	51441	0.00105	0.00000	0.00000	0.00000	0.00000	0.00000	0.08476	0.00000	0.00000
7064	51	5465	0.79897	0.00000	0.00000	0.40233	0.00000	0.00000	0.53438	0.00000	0.00000
7154	52	15303	0.93187	0.00000	0.00000	0.44093	0.00000	0.00000	0.44721	0.00000	0.00000
7155	52	15306	0.04817	0.00000	0.00000	0.01315	0.00000	0.00000	0.13552	0.00000	0.00000
7177	52	57084	0.01799	0.00000	0.00000	0.00006	0.00000	0.00000	0.30780	0.00000	0.00000
7361	53	195765	0.01005	0.00000	0.00000	0.00007	0.00000	0.00000	0.00017	0.00000	0.00000
7362	53	195768	0.04172	0.00000	0.00000	0.00008	0.00000	0.00000	0.00119	0.00000	0.00000
7646	56	230064	0.93684	0.00000	0.00000	0.49736	0.00000	0.00000	0.53764	0.00000	0.00000
7647	56	230067	-0.01312	0.00000	0.00000	-0.00006	0.00000	0.00000	0.16906	0.00000	0.00000
7765	58	22124	0.03402	0.00000	0.00000	0.00021	0.00000	0.00000	0.38907	0.00000	0.00000
7795	58	113697	0.92900	0.00000	0.00000	0.20586	0.00000	0.00000	0.29153	0.00000	0.00000
7796	58	113700	0.06454	0.00000	0.00000	0.00015	0.00000	0.00000	0.08054	0.00000	0.00000
8047	61	43453	0.90251	0.00000	0.00000	0.49172	0.00000	0.00000	0.54703	0.00000	0.00000
8048	61	43456	0.01355	0.00000	0.00000	0.00008	0.00000	0.00000	0.09090	0.00000	0.00000
8192	62	174873	0.22793	0.00000	0.00000	0.00051	0.00000	0.00000	0.27357	0.00000	0.00000
8193	62	174876	0.89466	0.00000	0.00000	0.28508	0.00000	0.00000	0.33202	0.00000	0.00000
8224	63	1838	0.92244	0.00000	0.00000	0.45002	0.00000	0.00000	0.51504	0.00000	0.00000
8225	63	1841	0.01604	0.00000	0.00000	0.00006	0.00000	0.00000	0.01331	0.00000	0.00000
8284	63	122355	0.96873	0.00000	0.00000	0.27242	0.00000	0.00000	0.31774	0.00000	0.00000
8285	63	122358	0.98674	0.00000	0.00000	0.26821	0.00000	0.00000	0.31398	0.00000	0.00000
8319	63	179834	0.03765	0.00000	0.00000	0.00008	0.00000	0.00000	0.24727	0.00000	0.00000
8912	70	3406	0.84492	0.00000	0.00000	0.47361	0.00000	0.00000	0.52126	0.00000	0.00000
9072	71	202251	0.93404	0.00000	0.00000	0.47737	0.00000	0.00000	0.61171	0.00000	0.00000
9073	71	202254	0.22460	0.00000	0.00000	0.02860	0.00000	0.00000	0.31561	0.00000	0.00000
9246	73	175767	0.86700	0.00000	0.00000	0.39731	0.00000	0.00000	0.55164	0.00000	0.00000
9710	79	206973	0.53366	0.00000	0.00000	0.04690	0.00000	0.00000	0.44241	0.00000	0.00000
9711	79	206976	0.95469	0.00000	0.00000	0.45584	0.00000	0.00000	-nan	0.00000	0.00000
9725	80	6373	0.24331	0.00000	0.00000	0.02342	0.00000	0.00000	0.04069	0.00000	0.00000
9726	80	6376	0.16782	0.00000	0.00000	0.01499	0.00000	0.00000	0.14377	0.00000	0.00000
9917	82	17537	0.92445	0.00000	0.00000	0.47655	0.00000	0.00000	0.60793	0.00000	0.00000
9918	82	17540	1.00000	0.00000	0.00000	0.01090	0.00000	0.00000	0.28071	0.00000	0.00000
10160	83	167193	-0.01783	0.00000	0.00000	-0.00005	0.00000	0.00000	0.17281	0.00000	0.00000
10285	84	178160	0.03057	0.00000	0.00000	0.00006	0.00000	0.00000	0.01210	0.00000	0.00000
10404	86	78677	-0.01366	0.00000	0.00000	-0.00003	0.00000	0.00000	0.02580	0.00000	0.00000
10405	86	78680	0.00969	0.00000	0.00000	0.00005	0.00000	0.00000	0.11349	0.00000	0.00000
10592	88	166792	0.16386	0.00000	0.00000	0.00090	0.00000	0.00000	0.25686	0.00000	0.00000
10597	88	173137	0.84923	0.00000	0.00000	0.46488	0.00000	0.00000	0.50303	0.00000	0.00000
10637	89	57861	-0.00488	0.00000	0.00000	-0.00001	0.00000	0.00000	0.27704	0.00000	0.00000
10988	93	155427	0.03387	0.00000	0.00000	0.00118	0.00000	0.00000	0.15149	0.00000	0.00000
10989	93	155430	0.81260	0.00000	0.00000	0.45540	0.00000	0.00000	0.35076	0.00000	0.00000
11001	94	1151	0.92017	0.00000	0.00000	0.48754	0.00000	0.00000	0.47234	0.00000	0.00000
11002	94	1154	0.90463	0.00000	0.00000	0.45327	0.00000	0.00000	0.56533	0.00000	0.00000
11799	103	23530	0.77113	0.00000	0.00000	0.33722	0.00000	0.00000	0.49759	0.00000	0.00000
11800	103	23533	0.81927	0.00000	0.00000	0.37082	0.00000	0.00000	0.48395	0.00000	0.00000
12236	108	127598	0.03518	0.00000	0.00000	0.00008	0.00000	0.00000	0.05583	0.00000	0.00000
12237	108	127601	0.48453	0.00000	0.00000	0.00478	0.00000	0.00000	0.10290	0.00000	0.00000
12575	112	154924	0.00363	0.00000	0.00000	0.00006	0.00000	0.00000	0.03376	0.00000	0.00000
12576	112	154927	0.09317	0.00000	0.00000	0.00061	0.00000	0.00000	0.12699	0.00000	0.00000
12610	113	25758	0.93355	0.00000	0.00000	0.48030	0.00000	0.00000	0.60150	0.00000	0.00000
12797	116	23952	0.06992	0.00000	0.00000	0.00100	0.00000	0.00000	-nan	0.00000	0.00000
12798	116	23955	0.19458	0.00000	0.00000	0.04217	0.00000	0.00000	0.24626	0.00000	0.00000
13054	119	15897	-0.03456	0.00000	0.00000	-0.00011	0.00000	0.00000	0.11113	0.00000	0.00000
13055	119	15900	0.86616	0.00000	0.00000	0.46692	0.00000	0.00000	0.55928	0.00000	0.00000
13335	122	88613	0.03010	0.00000	0.00000	0.00040	0.00000	0.00000	0.04882	0.00000	0.00000
13339	122	92468	0.92809	0.00000	0.00000	0.48777	0.00000	0.00000	0.40468	0.00000	0.00000
13404	123	73538	0.82869	0.00000	0.00000	0.22165	0.00000	0.00000	0.31083	0.00000	0.00000
13405	123	73541	0.04811	0.00000	0.00000	0.00048	0.00000	0.00000	0.13432	0.00000	0.00000
13582	125	155742	0.71491	0.00000	0.00000	0.42343	0.00000	0.00000	0.59826	0.00000	0.00000
13646	126	143475	-0.01713	0.00000	0.00000	-0.00006	0.00000	0.00000	-nan	0.00000	0.00000
13654	126	156654	0.31647	0.00000	0.00000	0.02486	0.00000	0.00000	0.15735	0.00000	0.00000
13655	126	156657	0.81427	0.00000	0.00000	0.10288	0.00000	0.00000	0.11919	0.00000	0.00000
13699	127	55262	0.01235	0.00000	0.00000	0.00004	0.00000	0.00000	0.22773	0.00000	0.00000
13701	127	55265	0.92905	0.00000	0.00000	0.49512	0.00000	0.00000	0.61720	0.00000	0.00000
13935	131	43475	-0.01320	0.00000	0.00000	-0.00003	0.00000	0.00000	0.00506	0.00000	0.00000
13936	131	43478	0.02723	0.00000	0.00000	0.00185	0.00000	0.00000	0.15517	0.00000	0.00000
14167	134	48619	0.95424	0.00000	0.00000	0.26545	0.00000	0.00000	0.30045	0.00000	0.00000
14169	134	48622	0.83113	0.00000	0.00000	0.01468	0.00000	0.00000	0.26644	0.00000	0.00000
14246	135	10662	0.04176	0.00000	0.00000	0.00078	0.00000	0.00000	0.26864	0.00000	0.00000
14247	135	10665	-0.00026	0.00000	0.00000	-0.00000	0.00000	0.00000	0.28930	0.00000	0.00000
14270	135	42661	0.30563	0.00000	0.00000	0.09411	0.00000	0.00000	0.34886	0.00000	0.00000
14271	135	42664	0.31944	0.00000	0.00000	0.07161	0.00000	0.00000	0.34941	0.00000	0.00000
14382	136	54377	0.07059	0.00000	0.00000	0.00323	0.00000	0.00000	0.04622	0.00000	0.00000
14383	136	54380	0.91206	0.00000	0.00000	0.27508	0.00000	0.00000	0.31245	0.00000	0.00000
14441	137	18045	0.92605	0.00000	0.00000	0.34519	0.00000	0.00000	0.54701	0.00000	0.00000
14877	142	169014	0.01414	0.00000	0.00000	0.00021	0.00000	0.00000	0.06093	0.00000	0.00000
15054	144	166838	0.88803	0.00000	0.00000	0.48526	0.00000	0.00000	0.47692	0.00000	0.00000
15055	144	166841	0.02032	0.00000	0.00000	0.00014	0.00000	0.00000	0.29890	0.00000	0.00000
15168	146	97115	0.03235	0.00000	0.00000	0.00074	0.00000	0.00000	0.04042	0.00000	0.00000
15169	146	97118	0.95643	0.00000	0.00000	0.28298	0.00000	0.00000	0.32581	0.00000	0.00000
15338	148	74850	0.04684	0.00000	0.00000	0.00034	0.00000	0.00000	0.04343	0.00000	0.00000
15339	148	74853	0.94025	0.00000	0.00000	0.43815	0.00000	0.00000	0.44543	0.00000	0.00000
15373	148	125499	0.08054	0.00000	0.00000	0.00317	0.00000	0.00000	0.13910	0.00000	0.00000
15374	148	125502	0.92857	0.00000	0.00000	0.32152	0.00000	0.00000	0.43185	0.00000	0.00000
15507	150	52574	0.89647	0.00000	0.00000	0.38775	0.00000	0.00000	0.62100	0.00000	0.00000
15464	149	138731	-0.00322	0.00000	0.00000	-0.00001	0.00000	0.00000	0.41358	0.00000	0.00000
16032	156	106287	0.01162	0.00000	0.00000	0.00006	0.00000	0.00000	0.19659	0.00000	0.00000
16033	156	106290	0.94185	0.00000	0.00000	0.43953	0.00000	0.00000	0.44455	0.00000	0.00000
16434	162	88164	0.05015	0.00000	0.00000	0.00035	0.00000	0.00000	-nan	0.00000	0.00000
16436	162	88167	0.94129	0.00000	0.00000	0.44369	0.00000	0.00000	0.45235	0.00000	0.00000
17052	171	42452	0.00742	0.00000	0.00000	0.00003	0.00000	0.00000	-nan	0.00000	0.00000
17083	171	110698	0.04388	0.00000	0.00000	0.00314	0.00000	0.00000	0.21456	0.00000	0.00000
17084	171	110701	0.90057	0.00000	0.00000	0.43969	0.00000	0.00000	0.45275	0.00000	0.00000
17155	172	61874	0.88513	0.00000	0.00000	0.44988	0.00000	0.00000	0.52465	0.00000	0.00000
17156	172	61877	0.83112	0.00000	0.00000	0.45632	0.00000	0.00000	0.54958	0.00000	0.00000
17193	172	124185	0.91561	0.00000	0.00000	0.49266	0.00000	0.00000	0.48850	0.00000	0.00000
17194	172	124188	0.85770	0.00000	0.00000	0.03375	0.00000	0.00000	0.29171	0.00000	0.00000
18253	187	52366	0.56473	0.00000	0.00000	0.18721	0.00000	0.00000	0.22105	0.00000	0.00000
18254	187	52369	0.33772	0.00000	0.00000	0.09064	0.00000	0.00000	0.15199	0.00000	0.00000
18041	184	52787	0.80439	0.00000	0.00000	0.02810	0.00000	0.00000	0.33561	0.00000	0.00000
18688	193	159276	0.01793	0.00000	0.00000	0.00024	0.00000	0.00000	0.27737	0.00000	0.00000
18690	193	159279	0.72649	0.00000	0.00000	0.16677	0.00000	0.00000	0.43246	0.00000	0.00000
18710	194	37408	-0.03396	0.00000	0.00000	-0.00012	0.00000	0.00000	0.40793	0.00000	0.00000
18715	194	41376	0.86523	0.00000	0.00000	0.47790	0.00000	0.00000	0.48677	0.00000	0.00000
18716	194	41379	-0.00900	0.00000	0.00000	-0.00002	0.00000	0.00000	0.10419	0.00000	0.00000
18869	196	68000	0.91412	0.00000	0.00000	0.49698	0.00000	0.00000	0.59743	0.00000	0.00000
18891	196	129366	0.93290	0.00000	0.00000	0.50236	0.00000	0.00000	0.64638	0.00000	0.00000
18892	196	129369	0.92715	0.00000	0.00000	0.50191	0.00000	0.00000	0.62221	0.00000	0.00000
18969	197	107293	0.94234	0.00000	0.00000	0.47485	0.00000	0.00000	-nan	0.00000	0.00000
18970	197	107296	0.88593	0.00000	0.00000	0.45708	0.00000	0.00000	-nan	0.00000	0.00000
19165	200	16732	0.77087	0.00000	0.00000	0.09397	0.00000	0.00000	0.22892	0.00000	0.00000
19166	200	16735	0.94226	0.00000	0.00000	0.44456	0.00000	0.00000	0.44934	0.00000	0.00000
19154	199	155407	-0.02788	0.00000	0.00000	-0.00010	0.00000	0.00000	0.37787	0.00000	0.00000
19310	202	56540	-0.01859	0.00000	0.00000	-0.00006	0.00000	0.00000	0.37556	0.00000	0.00000
19311	202	56543	0.88869	0.00000	0.00000	0.16806	0.00000	0.00000	0.38936	0.00000	0.00000
19381	203	28936	0.17609	0.00000	0.00000	0.00177	0.00000	0.00000	0.37606	0.00000	0.00000
19422	203	99822	0.93862	0.00000	0.00000	0.47080	0.00000	0.00000	0.60346	0.00000	0.00000
19424	203	99825	0.00417	0.00000	0.00000	0.00004	0.00000	0.00000	0.26592	0.00000	0.00000
19540	204	152410	-0.03642	0.00000	0.00000	-0.00012	0.00000	0.00000	0.37842	0.00000	0.00000
19541	204	152413	-0.00435	0.00000	0.00000	-0.00005	0.00000	0.00000	0.29178	0.00000	0.00000
20206	215	112710	0.98397	0.00000	0.00000	0.46440	0.00000	0.00000	0.63207	0.00000	0.00000
20237	216	14000	0.93209	0.00000	0.00000	0.42357	0.00000	0.00000	0.40648	0.00000	0.00000
