# Population 15TX	E29,E30,F85,F86,F87,F88,G01_rep,G2,G43,G44,G45,G46,G85,G86,G87,G88
# Population 16TX	F54,F65,F66,G13,G14,G15,G16,G3,G4,G57,G58,G59,G60,G73,G74,G76,G77,G78
# Population 18TX	G53,G54,G55,G56,G65,G66,G67,G68,G71,G72,G94,H41,H42,H63,H64
# Population 19TX	H1,H2,H3,H33,H34,H35,H36,H47,H48,H49,H50,H55,H56,H57,H58
# Population 20NM	G23,G24,G25,G26,G35,G36,G37,G38,G49,G50,G52,G61,G62,G63,G64,G69,G70
# Population 21NM	G31,G32,G33,G34,G39,G40,G41_rep,G42,G83,G84,H25,H26,H27,H28
# Population 26NM	F83,F84,F93,F94,F95,F96,G10,G11,G12,G9,H12,H21,H22,H23,H24,H70,H71,H72
# Population 27NM	F75,F76,F77,F78,G19,G20,G21,G22,G27,G28,G29,G30,G79,G80,G81,G82,H17,H18,H19,H20
# Population 28NM	F89,F90,F92,G6,H10,H67,H68,H9
# Population 37CR	D46,D47,D48,D71_rep,D72
# Population 38CR	D1,D2,D3,D4,D49,D50,D51,D52,D73,D75,D76
# Population 39CR	D5,D53,D54,D55,D56,D6,D7,D77,D78,D79,D8,D80
# Population 41CR	D12,D13,D15_rep,D16,D41,D42,D43,D44,D57,D58,D59,D60,D81,D82,D83,D84
# Population 43GR	D17,D18,D19,D20,D33,D34,D35,D61,D62,D63,D64,D85,D86,D87,D88
# Population 44GR	D21,D22,D23,D24_rep,D27,D37,D38,D39,D40,D65_rep,D89,D90,D91,D92,D93,D94
# Population 47TX	N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N24,N25,N26,N27,N28,N3,N4,N5,N6,N7,N8,N9
# Population 49TX	L1,L10,L11,L12,L13,L14,L15,L16,L17,L18_rep,L19,L2,L20,L21,L22,L23,L24,L26,L27,L28,L3,L4,L5,L6,L7,L8,L9_rep
# Population 50TX	K1,K2,K3,K32,K33,K34,K4,K5
# Population 51TX	J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27
# Population 52TX	S1,S11_rep,S12,S13,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S3,S4,S6,S7,S8,S9
# Population 6KS	F29,F30,F41,F42,F43,F44,F63,F64,G48_rep
# Population 8OK	F33,F34,F35,F36,F45,F46,F47,F48,F55,F56,F57,F58,F67,F68,F69,F70,F79,F80,F81,F82
# Population CARINA_LAB	Q1,Q11,Q12,Q13,Q14,Q15,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
# Population SUB_LAB	R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R2,R20,R3,R5,R6,R7,R9
# Group defaultgrp	15TX,16TX,18TX,19TX,20NM,21NM,26NM,27NM,28NM,37CR,38CR,39CR,41CR,43GR,44GR,47TX,49TX,50TX,51TX,52TX,6KS,8OK,CARINA_LAB,SUB_LAB
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
4101	24	143715	0.76839	0.00000	0.00000	0.02359	0.00000	0.00000	0.39472	0.00000	0.00000
4102	24	143718	1.00000	0.00000	0.00000	0.00785	0.00000	0.00000	0.38556	0.00000	0.00000
4402	26	187644	0.38919	0.00000	0.00000	0.04623	0.00000	0.00000	0.09369	0.00000	0.00000
4403	26	187647	0.05846	0.00000	0.00000	0.00055	0.00000	0.00000	0.09213	0.00000	0.00000
4566	27	252921	0.03164	0.00000	0.00000	0.00009	0.00000	0.00000	0.00308	0.00000	0.00000
4567	27	252924	0.81458	0.00000	0.00000	0.37050	0.00000	0.00000	0.41210	0.00000	0.00000
4641	28	101086	0.82326	0.00000	0.00000	0.29878	0.00000	0.00000	0.34686	0.00000	0.00000
4642	28	101089	-0.00306	0.00000	0.00000	-0.00001	0.00000	0.00000	0.02247	0.00000	0.00000
4906	30	171974	0.09973	0.00000	0.00000	0.00084	0.00000	0.00000	0.08255	0.00000	0.00000
5117	32	43221	0.44113	0.00000	0.00000	0.08553	0.00000	0.00000	0.21084	0.00000	0.00000
5118	32	43224	0.01020	0.00000	0.00000	0.00009	0.00000	0.00000	0.02366	0.00000	0.00000
5366	34	31803	0.97005	0.00000	0.00000	0.36657	0.00000	0.00000	0.49067	0.00000	0.00000
5367	34	31806	-0.00350	0.00000	0.00000	-0.00003	0.00000	0.00000	0.31445	0.00000	0.00000
6311	42	234553	0.49734	0.00000	0.00000	0.07358	0.00000	0.00000	0.10789	0.00000	0.00000
6313	42	234556	0.96363	0.00000	0.00000	0.34120	0.00000	0.00000	0.38663	0.00000	0.00000
6537	45	111767	1.00000	0.00000	0.00000	0.00764	0.00000	0.00000	0.37737	0.00000	0.00000
6564	45	175789	0.96958	0.00000	0.00000	0.31436	0.00000	0.00000	0.39654	0.00000	0.00000
6565	45	175792	0.17209	0.00000	0.00000	0.00117	0.00000	0.00000	0.09060	0.00000	0.00000
6647	46	164276	1.00000	0.00000	0.00000	0.01053	0.00000	0.00000	0.40370	0.00000	0.00000
6648	46	164279	-0.02952	0.00000	0.00000	-0.00014	0.00000	0.00000	-nan	0.00000	0.00000
6678	46	240862	0.76209	0.00000	0.00000	0.34841	0.00000	0.00000	0.58168	0.00000	0.00000
6679	46	240865	0.07038	0.00000	0.00000	0.00360	0.00000	0.00000	0.35854	0.00000	0.00000
6721	47	51438	0.01595	0.00000	0.00000	0.00008	0.00000	0.00000	0.06200	0.00000	0.00000
6722	47	51441	0.53295	0.00000	0.00000	0.01930	0.00000	0.00000	0.04994	0.00000	0.00000
7152	52	15303	0.04099	0.00000	0.00000	0.00159	0.00000	0.00000	0.11894	0.00000	0.00000
7153	52	15306	0.90609	0.00000	0.00000	0.38726	0.00000	0.00000	0.42742	0.00000	0.00000
7358	53	195765	0.76148	0.00000	0.00000	0.44911	0.00000	0.00000	0.45301	0.00000	0.00000
7359	53	195768	0.85927	0.00000	0.00000	0.48137	0.00000	0.00000	0.47440	0.00000	0.00000
7643	56	230064	0.22908	0.00000	0.00000	0.00635	0.00000	0.00000	0.20374	0.00000	0.00000
7644	56	230067	0.17542	0.00000	0.00000	0.00261	0.00000	0.00000	0.22088	0.00000	0.00000
7762	58	22124	0.40032	0.00000	0.00000	0.03145	0.00000	0.00000	0.22008	0.00000	0.00000
7792	58	113697	0.88861	0.00000	0.00000	0.28474	0.00000	0.00000	0.39984	0.00000	0.00000
7793	58	113700	0.02285	0.00000	0.00000	0.00008	0.00000	0.00000	0.09331	0.00000	0.00000
8044	61	43453	-0.01154	0.00000	0.00000	-0.00025	0.00000	0.00000	0.20359	0.00000	0.00000
8045	61	43456	0.71906	0.00000	0.00000	0.08733	0.00000	0.00000	0.20917	0.00000	0.00000
8189	62	174873	0.90391	0.00000	0.00000	0.04878	0.00000	0.00000	0.39955	0.00000	0.00000
8190	62	174876	0.03466	0.00000	0.00000	0.00012	0.00000	0.00000	0.22739	0.00000	0.00000
8221	63	1838	0.55292	0.00000	0.00000	0.15473	0.00000	0.00000	0.21583	0.00000	0.00000
8222	63	1841	0.01555	0.00000	0.00000	0.00009	0.00000	0.00000	0.00243	0.00000	0.00000
8281	63	122355	0.16757	0.00000	0.00000	0.02885	0.00000	0.00000	0.04833	0.00000	0.00000
8282	63	122358	0.95742	0.00000	0.00000	0.34036	0.00000	0.00000	0.39732	0.00000	0.00000
8316	63	179834	0.65006	0.00000	0.00000	0.02002	0.00000	0.00000	0.40080	0.00000	0.00000
9069	71	202251	0.75029	0.00000	0.00000	0.01163	0.00000	0.00000	0.38202	0.00000	0.00000
9070	71	202254	0.58652	0.00000	0.00000	0.02710	0.00000	0.00000	0.39053	0.00000	0.00000
9243	73	175767	-0.03098	0.00000	0.00000	-0.00013	0.00000	0.00000	0.26209	0.00000	0.00000
9545	77	185577	0.05989	0.00000	0.00000	0.00286	0.00000	0.00000	0.36888	0.00000	0.00000
9722	80	6373	-0.01501	0.00000	0.00000	-0.00007	0.00000	0.00000	0.12978	0.00000	0.00000
9723	80	6376	0.79267	0.00000	0.00000	0.46069	0.00000	0.00000	0.46776	0.00000	0.00000
9914	82	17537	-0.00155	0.00000	0.00000	-0.00001	0.00000	0.00000	0.37905	0.00000	0.00000
9915	82	17540	0.80278	0.00000	0.00000	0.37868	0.00000	0.00000	0.45221	0.00000	0.00000
10157	83	167193	-0.00007	0.00000	0.00000	-0.00000	0.00000	0.00000	0.25464	0.00000	0.00000
10282	84	178160	0.95402	0.00000	0.00000	0.24324	0.00000	0.00000	0.33400	0.00000	0.00000
10401	86	78677	0.00576	0.00000	0.00000	0.00008	0.00000	0.00000	0.02852	0.00000	0.00000
10402	86	78680	-0.01133	0.00000	0.00000	-0.00007	0.00000	0.00000	0.01470	0.00000	0.00000
10589	88	166792	0.02818	0.00000	0.00000	0.00297	0.00000	0.00000	0.02218	0.00000	0.00000
10634	89	57861	-0.00809	0.00000	0.00000	-0.00003	0.00000	0.00000	0.34403	0.00000	0.00000
10985	93	155427	0.86361	0.00000	0.00000	0.32880	0.00000	0.00000	0.34383	0.00000	0.00000
10986	93	155430	0.93318	0.00000	0.00000	0.36805	0.00000	0.00000	0.41622	0.00000	0.00000
10998	94	1151	0.84582	0.00000	0.00000	0.16590	0.00000	0.00000	0.36950	0.00000	0.00000
10999	94	1154	0.22478	0.00000	0.00000	0.00913	0.00000	0.00000	0.37716	0.00000	0.00000
11287	97	113829	0.84228	0.00000	0.00000	0.39804	0.00000	0.00000	0.61018	0.00000	0.00000
11288	97	113832	0.87712	0.00000	0.00000	0.41299	0.00000	0.00000	0.60872	0.00000	0.00000
11796	103	23530	-0.01708	0.00000	0.00000	-0.00017	0.00000	0.00000	0.26048	0.00000	0.00000
11797	103	23533	0.91603	0.00000	0.00000	0.49233	0.00000	0.00000	0.51024	0.00000	0.00000
12233	108	127598	0.14610	0.00000	0.00000	0.04033	0.00000	0.00000	0.07900	0.00000	0.00000
12234	108	127601	0.22279	0.00000	0.00000	0.00166	0.00000	0.00000	0.10312	0.00000	0.00000
12181	107	185455	-0.02513	0.00000	0.00000	-0.00011	0.00000	0.00000	0.39300	0.00000	0.00000
12572	112	154924	0.02476	0.00000	0.00000	0.00015	0.00000	0.00000	0.02084	0.00000	0.00000
12573	112	154927	0.06630	0.00000	0.00000	0.01117	0.00000	0.00000	0.02669	0.00000	0.00000
12607	113	25758	-0.01404	0.00000	0.00000	-0.00004	0.00000	0.00000	0.03280	0.00000	0.00000
12758	115	124322	1.00000	0.00000	0.00000	0.03857	0.00000	0.00000	0.31738	0.00000	0.00000
12795	116	23955	0.16620	0.00000	0.00000	0.00183	0.00000	0.00000	0.30379	0.00000	0.00000
13051	119	15897	0.73722	0.00000	0.00000	0.23340	0.00000	0.00000	0.24631	0.00000	0.00000
13052	119	15900	0.64477	0.00000	0.00000	0.25992	0.00000	0.00000	0.44185	0.00000	0.00000
13332	122	88613	0.08749	0.00000	0.00000	0.00064	0.00000	0.00000	0.03767	0.00000	0.00000
13336	122	92468	0.87740	0.00000	0.00000	0.48715	0.00000	0.00000	0.47719	0.00000	0.00000
13401	123	73538	-0.02252	0.00000	0.00000	-0.00009	0.00000	0.00000	0.07421	0.00000	0.00000
13402	123	73541	0.32811	0.00000	0.00000	0.00413	0.00000	0.00000	0.17254	0.00000	0.00000
13643	126	143475	1.00000	0.00000	0.00000	0.01523	0.00000	0.00000	0.36531	0.00000	0.00000
13579	125	155742	-0.00118	0.00000	0.00000	-0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
13651	126	156654	0.83373	0.00000	0.00000	0.01858	0.00000	0.00000	0.38488	0.00000	0.00000
13652	126	156657	-0.00235	0.00000	0.00000	-0.00001	0.00000	0.00000	0.24290	0.00000	0.00000
13698	127	55265	0.55470	0.00000	0.00000	0.03875	0.00000	0.00000	0.31779	0.00000	0.00000
13932	131	43475	0.95529	0.00000	0.00000	0.39050	0.00000	0.00000	0.42899	0.00000	0.00000
13933	131	43478	-0.01258	0.00000	0.00000	-0.00027	0.00000	0.00000	0.05959	0.00000	0.00000
14164	134	48619	0.01163	0.00000	0.00000	0.00019	0.00000	0.00000	0.00075	0.00000	0.00000
14166	134	48622	-0.01283	0.00000	0.00000	-0.00018	0.00000	0.00000	0.33033	0.00000	0.00000
14243	135	10662	0.89507	0.00000	0.00000	0.03428	0.00000	0.00000	0.39824	0.00000	0.00000
14244	135	10665	0.38244	0.00000	0.00000	0.01238	0.00000	0.00000	0.37621	0.00000	0.00000
14267	135	42661	1.00000	0.00000	0.00000	0.00909	0.00000	0.00000	0.39793	0.00000	0.00000
14268	135	42664	0.02399	0.00000	0.00000	0.00033	0.00000	0.00000	0.35213	0.00000	0.00000
14379	136	54377	0.92974	0.00000	0.00000	0.36335	0.00000	0.00000	0.41278	0.00000	0.00000
14380	136	54380	0.91541	0.00000	0.00000	0.38260	0.00000	0.00000	0.42422	0.00000	0.00000
14417	136	141089	0.65360	0.00000	0.00000	0.04368	0.00000	0.00000	0.41547	0.00000	0.00000
14438	137	18045	0.90922	0.00000	0.00000	0.34765	0.00000	0.00000	0.44102	0.00000	0.00000
14539	138	135671	0.71495	0.00000	0.00000	0.29169	0.00000	0.00000	0.53780	0.00000	0.00000
14540	138	135674	0.73034	0.00000	0.00000	0.33501	0.00000	0.00000	-nan	0.00000	0.00000
14874	142	169014	-0.01682	0.00000	0.00000	-0.00006	0.00000	0.00000	0.10081	0.00000	0.00000
15051	144	166838	0.01056	0.00000	0.00000	0.00015	0.00000	0.00000	0.00965	0.00000	0.00000
15052	144	166841	0.87889	0.00000	0.00000	0.32988	0.00000	0.00000	0.30497	0.00000	0.00000
15164	146	97115	0.03319	0.00000	0.00000	0.00053	0.00000	0.00000	0.03874	0.00000	0.00000
15165	146	97118	0.95135	0.00000	0.00000	0.38657	0.00000	0.00000	0.43019	0.00000	0.00000
15334	148	74850	0.04770	0.00000	0.00000	0.02071	0.00000	0.00000	0.07987	0.00000	0.00000
15335	148	74853	0.42302	0.00000	0.00000	0.03278	0.00000	0.00000	0.32254	0.00000	0.00000
15369	148	125499	0.97296	0.00000	0.00000	0.41789	0.00000	0.00000	0.49466	0.00000	0.00000
15370	148	125502	0.22299	0.00000	0.00000	0.00167	0.00000	0.00000	0.13582	0.00000	0.00000
15503	150	52574	0.90675	0.00000	0.00000	0.38988	0.00000	0.00000	0.42636	0.00000	0.00000
15460	149	138731	0.04352	0.00000	0.00000	0.00114	0.00000	0.00000	0.01250	0.00000	0.00000
16028	156	106287	0.03614	0.00000	0.00000	0.00022	0.00000	0.00000	0.00936	0.00000	0.00000
16029	156	106290	0.94538	0.00000	0.00000	0.37609	0.00000	0.00000	0.41117	0.00000	0.00000
16432	162	88167	0.82441	0.00000	0.00000	0.47157	0.00000	0.00000	0.45027	0.00000	0.00000
17078	171	110698	-0.00160	0.00000	0.00000	-0.00001	0.00000	0.00000	0.01994	0.00000	0.00000
17079	171	110701	0.06322	0.00000	0.00000	0.00022	0.00000	0.00000	0.05097	0.00000	0.00000
17188	172	124185	0.93649	0.00000	0.00000	0.38747	0.00000	0.00000	0.42574	0.00000	0.00000
17189	172	124188	0.95117	0.00000	0.00000	0.33058	0.00000	0.00000	0.38703	0.00000	0.00000
18248	187	52366	0.02102	0.00000	0.00000	0.00035	0.00000	0.00000	0.00304	0.00000	0.00000
18249	187	52369	0.44314	0.00000	0.00000	0.03478	0.00000	0.00000	0.04759	0.00000	0.00000
18036	184	52787	0.91734	0.00000	0.00000	0.38780	0.00000	0.00000	0.45354	0.00000	0.00000
18682	193	159276	0.39423	0.00000	0.00000	0.01053	0.00000	0.00000	0.38788	0.00000	0.00000
18684	193	159279	0.56199	0.00000	0.00000	0.18155	0.00000	0.00000	0.47896	0.00000	0.00000
18709	194	41376	0.84426	0.00000	0.00000	0.27323	0.00000	0.00000	0.36046	0.00000	0.00000
18710	194	41379	0.72035	0.00000	0.00000	0.25476	0.00000	0.00000	0.33021	0.00000	0.00000
18863	196	68000	0.28290	0.00000	0.00000	0.01548	0.00000	0.00000	0.38846	0.00000	0.00000
18878	196	110847	1.00000	0.00000	0.00000	0.02079	0.00000	0.00000	-nan	0.00000	0.00000
18885	196	129366	0.52357	0.00000	0.00000	0.01786	0.00000	0.00000	0.39227	0.00000	0.00000
18886	196	129369	0.82877	0.00000	0.00000	0.07160	0.00000	0.00000	0.45027	0.00000	0.00000
19159	200	16732	0.86550	0.00000	0.00000	0.48372	0.00000	0.00000	0.47568	0.00000	0.00000
19160	200	16735	0.93976	0.00000	0.00000	0.39267	0.00000	0.00000	0.43248	0.00000	0.00000
19148	199	155407	0.51511	0.00000	0.00000	0.01112	0.00000	0.00000	0.18487	0.00000	0.00000
19416	203	99822	-0.00162	0.00000	0.00000	-0.00001	0.00000	0.00000	0.38035	0.00000	0.00000
19418	203	99825	1.00000	0.00000	0.00000	0.01530	0.00000	0.00000	0.38754	0.00000	0.00000
19534	204	152410	-0.00583	0.00000	0.00000	-0.00002	0.00000	0.00000	0.34685	0.00000	0.00000
19535	204	152413	0.47214	0.00000	0.00000	0.01747	0.00000	0.00000	0.36659	0.00000	0.00000
20231	216	14000	0.02397	0.00000	0.00000	0.00008	0.00000	0.00000	0.03009	0.00000	0.00000
20531	219	152689	0.96195	0.00000	0.00000	0.38675	0.00000	0.00000	0.42610	0.00000	0.00000
20532	219	152692	0.81428	0.00000	0.00000	0.04224	0.00000	0.00000	0.05200	0.00000	0.00000
20549	220	27580	0.03523	0.00000	0.00000	0.00019	0.00000	0.00000	0.00099	0.00000	0.00000
20689	222	2713	-0.00796	0.00000	0.00000	-0.00011	0.00000	0.00000	0.08440	0.00000	0.00000
20690	222	2716	0.11055	0.00000	0.00000	0.00462	0.00000	0.00000	0.10582	0.00000	0.00000
20709	222	35486	0.03346	0.00000	0.00000	0.00061	0.00000	0.00000	0.10447	0.00000	0.00000
21049	228	29853	0.87552	0.00000	0.00000	0.45401	0.00000	0.00000	0.60103	0.00000	0.00000
21259	231	135843	0.00061	0.00000	0.00000	0.00005	0.00000	0.00000	0.39156	0.00000	0.00000
21260	231	135846	1.00000	0.00000	0.00000	0.01545	0.00000	0.00000	0.38586	0.00000	0.00000
21824	240	87243	-0.01466	0.00000	0.00000	-0.00004	0.00000	0.00000	0.00363	0.00000	0.00000
22006	242	136494	0.03908	0.00000	0.00000	0.00032	0.00000	0.00000	0.21028	0.00000	0.00000
22007	242	136497	0.11927	0.00000	0.00000	0.00449	0.00000	0.00000	0.02557	0.00000	0.00000
22014	242	139618	0.03428	0.00000	0.00000	0.00021	0.00000	0.00000	0.04969	0.00000	0.00000
22015	242	139621	0.73978	0.00000	0.00000	0.44335	0.00000	0.00000	0.44670	0.00000	0.00000
22020	242	139785	0.22295	0.00000	0.00000	0.12587	0.00000	0.00000	0.16186	0.00000	0.00000
22021	242	139788	-0.00988	0.00000	0.00000	-0.00005	0.00000	0.00000	0.25187	0.00000	0.00000
22074	244	16773	0.01931	0.00000	0.00000	0.00073	0.00000	0.00000	0.02533	0.00000	0.00000
22075	244	16776	-0.02328	0.00000	0.00000	-0.00011	0.00000	0.00000	0.39837	0.00000	0.00000
22130	244	120552	0.00123	0.00000	0.00000	0.00000	0.00000	0.00000	0.01731	0.00000	0.00000
22131	244	120555	0.22498	0.00000	0.00000	0.02639	0.00000	0.00000	0.36966	0.00000	0.00000
22565	251	69834	0.89930	0.00000	0.00000	0.44416	0.00000	0.00000	0.47624	0.00000	0.00000
22497	249	142961	0.19018	0.00000	0.00000	0.00327	0.00000	0.00000	0.36188	0.00000	0.00000
22732	255	352	-0.00646	0.00000	0.00000	-0.00003	0.00000	0.00000	0.06853	0.00000	0.00000
22733	255	355	-0.00176	0.00000	0.00000	-0.00000	0.00000	0.00000	0.00101	0.00000	0.00000
22653	253	18666	0.94164	0.00000	0.00000	0.34432	0.00000	0.00000	0.39617	0.00000	0.00000
22763	255	55280	0.05063	0.00000	0.00000	0.00179	0.00000	0.00000	0.01807	0.00000	0.00000
22764	255	55283	0.79368	0.00000	0.00000	0.42907	0.00000	0.00000	0.45499	0.00000	0.00000
22791	255	86173	0.03192	0.00000	0.00000	0.00246	0.00000	0.00000	0.03732	0.00000	0.00000
22793	255	86176	0.05071	0.00000	0.00000	0.00101	0.00000	0.00000	0.06040	0.00000	0.00000
22974	258	85549	0.75024	0.00000	0.00000	0.31445	0.00000	0.00000	0.42358	0.00000	0.00000
22975	258	85552	0.78666	0.00000	0.00000	0.28592	0.00000	0.00000	0.33844	0.00000	0.00000
23199	261	129534	-0.00010	0.00000	0.00000	-0.00000	0.00000	0.00000	0.00210	0.00000	0.00000
23200	261	129537	-0.01346	0.00000	0.00000	-0.00004	0.00000	0.00000	0.12115	0.00000	0.00000
23853	272	52642	0.68653	0.00000	0.00000	0.34317	0.00000	0.00000	0.48343	0.00000	0.00000
23941	273	55531	0.18463	0.00000	0.00000	0.13153	0.00000	0.00000	0.18775	0.00000	0.00000
23942	273	55534	0.92513	0.00000	0.00000	0.39444	0.00000	0.00000	0.42632	0.00000	0.00000
24004	274	46245	0.11814	0.00000	0.00000	0.00181	0.00000	0.00000	0.31045	0.00000	0.00000
24025	274	91989	0.87556	0.00000	0.00000	0.49025	0.00000	0.00000	0.53122	0.00000	0.00000
24412	281	25579	0.00500	0.00000	0.00000	0.00002	0.00000	0.00000	0.04795	0.00000	0.00000
24413	281	25582	1.00000	0.00000	0.00000	0.00989	0.00000	0.00000	-nan	0.00000	0.00000
